"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_per_40","obpm","dbpm","bpm","games","school_link","conf_link","player_stats$link[i]","Year","orb_per_g","drb_per_g","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","g"
"Brandon Hunter",22.4823059360731,"Power Forward","2001-02",32.4,6.1,12.5,5.2,9.9,1,2.6,4.2,6.9,9.1,2.3,1.1,1,3.3,2.3,17.3,6.84,15.4,5.76,12.3,1.08,3.2,4.59,8.5,10.17,2.52,1.17,1.08,3.69,2.61,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.528,0.206,0.551,NA,NA,NA,NA,NA,NA,NA,17.3,NA,1.9,1.1,3,0.143,NA,NA,NA,26,"http://www.sports-reference.com/cbb/schools/ohio/2002.html","http://www.sports-reference.com/cbb/conferences/mac/2002.html","http://www.basketball-reference.com/players/h/huntebr01.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"Brandon Hunter",22.4823059360731,"Power Forward","2002-03",38.2,7.2,13.8,6.9,12.6,0.4,1.2,6.6,11.2,12.6,2.6,0.8,1.2,3.6,2.8,21.5,6.84,14.5,6.48,13.2,0.36,1.3,6.21,11.7,11.88,2.43,0.81,1.08,3.42,2.61,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561,0.536,0.089,0.807,NA,NA,NA,NA,NA,NA,NA,15.8,NA,3,0.7,3.7,0.129,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/ohio/2003.html","http://www.sports-reference.com/cbb/conferences/mac/2003.html","http://www.basketball-reference.com/players/h/huntebr01.html",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"Andreas Glyniadakis",21.2219178082192,"Center","2002-03",13.2,1.6,3.1,1.6,3.1,0,0,1,1.5,3.7,0.4,0.3,1,0.9,2.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2003,2,1.7,4.5,8.5,0,0,4.5,8.5,2.7,4.1,5.4,4.6,10,1,0.9,2.7,2.5,6.2,11.6,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2003-04",14,1.7,2.9,1.7,2.9,0,0,1.5,1.8,3.2,0.2,0.3,0.6,1.1,3.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2004,1.4,1.9,4.5,7.4,0,0,4.5,7.4,3.9,4.7,3.5,4.8,8.3,0.5,0.9,1.5,2.8,7.9,12.9,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2004-05",8.7,1.2,2,1.2,2,0,0,0.6,0.7,1.3,0.2,0.1,0.3,0.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2005,0.7,0.6,4.9,8.1,0,0,4.9,8.1,2.3,2.8,2.9,2.5,5.4,1,0.6,1.2,3.8,10.4,12.2,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2007-08",13.8,2.1,3.9,2.1,3.9,0,0,1.5,2.4,3.5,0.3,0.3,0.7,1.2,2.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2008,2,1.5,5.4,10.2,0,0,5.4,10.2,4,6.2,5.1,3.9,9,0.8,0.7,1.8,3,5.8,14.9,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2008-09",16.9,2.3,4.3,2.3,4.3,0,0,2.4,3.2,3.4,0.2,0.4,0.9,1.2,3.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2009,1,2.4,4.9,9.2,0,0,4.9,9.2,5.1,6.9,2.1,5.1,7.3,0.3,0.7,1.9,2.5,6.9,15.1,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2009-10",8.1,1.2,1.8,1.2,1.8,0,0,0.8,1.6,1.6,0.1,0.1,0.4,0.6,1.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2010,0.5,1.2,5.3,8.1,0,0,5.3,8.1,3.4,7.1,2.1,5.3,7.4,0.5,0.5,1.8,2.9,8.1,13.9,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2010-11",10.4,1.5,2.9,1.5,2.9,0,0,1.4,1.8,2.2,0.3,0.2,0.3,0.6,1.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2011,1.2,1.1,5.2,10,0,0,5.2,10,4.7,6.2,4,3.6,7.6,1,0.5,0.9,2.1,6.6,15.1,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2011-12",11.1,1.5,3.3,1.5,3.3,0,0,1.6,2.1,1.8,0.4,0.4,0.2,1,2.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2012,0.5,1.3,4.8,10.8,0,0,4.8,10.8,5.3,6.8,1.7,4.2,5.8,1.4,1.2,0.5,3.2,7.8,14.9,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2013-14",9.2,0.7,1.8,0.7,1.8,0,0,0.7,1,1.5,0.1,0.2,0.5,0.6,2.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2014,0.4,1.1,2.7,7,0,0,2.7,7,2.7,3.9,1.6,4.3,5.9,0.4,0.8,2,2.3,10.6,8.2,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2015-16",18.7,3.5,5.5,3.5,5.5,0,0,2.6,3.9,4.1,0.3,0.3,0.5,2.1,3.9,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,NA,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2016,1.3,2.9,6.7,10.6,0,0,6.7,10.6,5,7.5,2.4,5.5,7.9,0.6,0.6,1,4,7.4,18.3,NA
"Andreas Glyniadakis",21.2219178082192,"Center","2016-17",11.9,2.1,3.7,2.1,3.7,0,0,1.2,2.1,3.2,0.3,0.1,0.2,1.1,3.5,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"http://www.basketball-reference.com/players/g/glynian01.html",2017,1.1,2.1,6.2,11.1,0,0,6.2,11.1,3.6,6.2,3.3,6.2,9.5,1,0.3,0.6,3.3,10.5,16,NA
"Dajuan Wagner",19.3204337899543,"Shooting Guard","2001-02",31.8,7.4,18,5.5,12.2,1.8,5.8,4.6,6.4,2.5,3.6,1.2,0.6,2.9,2.8,21.2,8.28,22.6,6.21,15.3,2.07,7.3,5.22,8,2.79,4.05,1.35,0.63,3.33,3.15,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504,0.461,0.321,0.355,NA,NA,NA,NA,NA,NA,NA,12.2,NA,1.7,2.4,4.1,0.143,NA,NA,NA,36,"http://www.sports-reference.com/cbb/schools/memphis/2002.html","http://www.sports-reference.com/cbb/conferences/cusa/2002.html","http://www.basketball-reference.com/players/w/wagneda02.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"Chris Wilcox",19.2575342465753,"Center and Power Forward","2000-01",8.6,1.5,2.6,1.5,2.6,0,0,0.6,1,2.1,0.5,0.2,0.5,NA,NA,3.6,6.21,12,6.21,12,0,0,2.43,4.5,8.91,1.98,0.72,2.16,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,0.58,0,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.8,1.5,0.2,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/maryland/2001.html","http://www.sports-reference.com/cbb/conferences/acc/2001.html","http://www.basketball-reference.com/players/w/wilcoch01.html",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"Chris Wilcox",19.2575342465753,"Center and Power Forward","2001-02",24.1,4.8,9.5,4.8,9.5,0,0.1,2.4,4.1,7.1,1.5,0.8,1.5,NA,NA,12,7.2,15.8,7.2,15.8,0,0.1,3.6,6.8,10.71,2.16,1.17,2.16,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0.504,0.006,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.8,4,0.186,NA,NA,NA,36,"http://www.sports-reference.com/cbb/schools/maryland/2002.html","http://www.sports-reference.com/cbb/conferences/acc/2002.html","http://www.basketball-reference.com/players/w/wilcoch01.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2000-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2001-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2008-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2009-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2010-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2011-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2012-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2013-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2014-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2015-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2016-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corsley Edwards",23.2409817351598,"Center","1998-99",23.7,5,9.8,5,9.8,0,0,2.7,4.1,7.4,0.5,0.5,1.7,NA,NA,12.7,7.56,16.6,7.56,16.6,0,0,4.05,6.9,11.25,0.72,0.81,2.52,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.508,0,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.4,4,0.212,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/1999.html","http://www.sports-reference.com/cbb/conferences/northeast/1999.html","http://www.basketball-reference.com/players/e/edwarco01.html",2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"Corsley Edwards",23.2409817351598,"Center","1999-00",26.2,4.9,9.8,4.9,9.8,0,0,2.4,4.2,7.5,0.7,0.5,2,NA,NA,12.2,6.75,15,6.75,15,0,0,3.24,6.3,10.26,0.9,0.63,2.79,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517,0.502,0.003,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.3,4.5,0.22,NA,NA,NA,31,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/2000.html","http://www.sports-reference.com/cbb/conferences/northeast/2000.html","http://www.basketball-reference.com/players/e/edwarco01.html",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"Corsley Edwards",23.2409817351598,"Center","2000-01",29.8,5.8,11,5.8,10.9,0,0,4.7,6.5,7.9,0.8,1.4,1.3,NA,NA,16.2,6.93,14.7,6.93,14.7,0,0,5.67,8.7,9.54,0.99,1.71,1.53,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.524,0.003,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,1.9,4.3,0.209,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/2001.html","http://www.sports-reference.com/cbb/conferences/northeast/2001.html","http://www.basketball-reference.com/players/e/edwarco01.html",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"Corsley Edwards",23.2409817351598,"Center","2001-02",31,5.6,11,5.6,11,0,0,4.3,5.6,8.7,1,1.4,1.5,NA,NA,15.4,6.48,14.2,6.48,14.2,0,0,4.95,7.3,10.08,1.17,1.62,1.71,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,0.504,0,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.9,6.4,0.26,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/2002.html","http://www.sports-reference.com/cbb/conferences/northeast/2002.html","http://www.basketball-reference.com/players/e/edwarco01.html",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"Corsley Edwards",23.2409817351598,"Center","1998-99",23.7,5,9.8,5,9.8,0,0,2.7,4.1,7.4,0.5,0.5,1.7,NA,NA,12.7,7.56,16.6,7.56,16.6,0,0,4.05,6.9,11.25,0.72,0.81,2.52,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.508,0,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.4,4,0.212,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/1999.html","http://www.sports-reference.com/cbb/conferences/northeast/1999.html","http://www.basketball-reference.com/players/e/edwarco01.html",2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"Corsley Edwards",23.2409817351598,"Center","1999-00",26.2,4.9,9.8,4.9,9.8,0,0,2.4,4.2,7.5,0.7,0.5,2,NA,NA,12.2,6.75,15,6.75,15,0,0,3.24,6.3,10.26,0.9,0.63,2.79,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517,0.502,0.003,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.3,4.5,0.22,NA,NA,NA,31,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/2000.html","http://www.sports-reference.com/cbb/conferences/northeast/2000.html","http://www.basketball-reference.com/players/e/edwarco01.html",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"Corsley Edwards",23.2409817351598,"Center","2000-01",29.8,5.8,11,5.8,10.9,0,0,4.7,6.5,7.9,0.8,1.4,1.3,NA,NA,16.2,6.93,14.7,6.93,14.7,0,0,5.67,8.7,9.54,0.99,1.71,1.53,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.524,0.003,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,1.9,4.3,0.209,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/central-connecticut-state/2001.html","http://www.sports-reference.com/cbb/conferences/northeast/2001.html","http://www.basketball-reference.com/players/e/edwarco01.html",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
