"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_per_40","obpm","dbpm","bpm","games","school_link","conf_link","player_stats$link[i]","Year","orb_per_g","drb_per_g","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","g"
"Anthony Mason",21.537100456621,"Power Forward and Center and Small Forward","1986-87",35.2,7.4,16.6,6.8,14.8,0.6,1.8,3.3,5,9.7,2.5,1.3,0.5,2.7,2.6,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448,NA,NA,0.46,NA,NA,0.347,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,0.495,0.467,0.109,0.301,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/tennessee-state/1987.html","http://www.sports-reference.com/cbb/conferences/ovc/1987.html","http://www.basketball-reference.com/players/m/masonan01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Mason",21.537100456621,"Power Forward and Center and Small Forward","1987-88",38,9.9,21.7,8.4,18.8,1.4,2.9,6.8,8.8,10.4,3,2,0.7,3.8,2.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454,NA,NA,0.448,NA,NA,0.494,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,NA,0.54,0.487,0.133,0.406,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/tennessee-state/1988.html","http://www.sports-reference.com/cbb/conferences/ovc/1988.html","http://www.basketball-reference.com/players/m/masonan01.html",2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Robinson",21.1808219178082,"Center","1983-84",13.3,3.1,4.9,NA,NA,NA,NA,1.5,2.6,4,0.3,0.2,1.3,1.1,2.9,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,0.62,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/navy/1984.html","http://www.sports-reference.com/cbb/conferences/ecac-south/1984.html","http://www.basketball-reference.com/players/r/robinda01.html",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Robinson",21.1808219178082,"Center","1984-85",33.6,9.4,14.7,NA,NA,NA,NA,4.8,7.6,11.6,0.6,0.8,4,2.3,2.6,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075,NA,0.647,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/navy/1985.html","http://www.sports-reference.com/cbb/conferences/ecac-south/1985.html","http://www.basketball-reference.com/players/r/robinda01.html",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Robinson",21.1808219178082,"Center","1985-86",33.9,8.4,13.8,NA,NA,NA,NA,5.9,9.5,13,0.7,1.7,5.9,2.5,2.9,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,NA,0.621,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/navy/1986.html","http://www.sports-reference.com/cbb/conferences/colonial/1986.html","http://www.basketball-reference.com/players/r/robinda01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Robinson",21.1808219178082,"Center","1986-87",34.6,10.9,18.5,10.9,18.5,0,0,6.3,9.9,11.8,1,2.1,4.5,2.2,2.7,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591,NA,NA,0.591,NA,NA,1,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107,NA,0.608,0.592,0.002,0.535,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/navy/1987.html","http://www.sports-reference.com/cbb/conferences/colonial/1987.html","http://www.basketball-reference.com/players/r/robinda01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reggie Williams",23.2409817351598,"Small Forward","1983-84",20.6,3.5,8.1,NA,NA,NA,NA,2.1,2.7,3.5,2.2,0.9,0.3,2.2,2.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,NA,0.484,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,37,"http://www.sports-reference.com/cbb/schools/georgetown/1984.html","http://www.sports-reference.com/cbb/conferences/big-east/1984.html","http://www.basketball-reference.com/players/w/willire01.html",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reggie Williams",23.2409817351598,"Small Forward","1984-85",29.8,4.8,9.5,NA,NA,NA,NA,2.3,3,5.7,2.4,1.5,0.6,2.3,2.8,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,NA,0.544,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/georgetown/1985.html","http://www.sports-reference.com/cbb/conferences/big-east/1985.html","http://www.basketball-reference.com/players/w/willire01.html",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reggie Williams",23.2409817351598,"Small Forward","1985-86",31.7,7.1,13.4,NA,NA,NA,NA,3.4,4.7,8.2,2.2,1.5,0.5,2.4,2.8,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,NA,0.562,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/georgetown/1986.html","http://www.sports-reference.com/cbb/conferences/big-east/1986.html","http://www.basketball-reference.com/players/w/willire01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reggie Williams",23.2409817351598,"Small Forward","1986-87",35.4,8.4,17.3,6.1,11.4,2.3,5.9,4.6,5.7,8.6,2.7,2.1,0.6,2.2,2.7,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482,NA,NA,0.532,NA,NA,0.386,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,NA,0.589,0.548,0.343,0.329,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/georgetown/1987.html","http://www.sports-reference.com/cbb/conferences/big-east/1987.html","http://www.basketball-reference.com/players/w/willire01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Anderson",22.0575342465753,"Center and Power Forward","1983-84",11.8,1.4,2.9,NA,NA,NA,NA,0.5,1,3.5,0.1,0.4,0.7,0.4,1.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,NA,0.495,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/houston/1984.html","http://www.sports-reference.com/cbb/conferences/swc/1984.html","http://www.basketball-reference.com/players/a/andergr01.html",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Anderson",22.0575342465753,"Center and Power Forward","1984-85",31,6.6,11.5,NA,NA,NA,NA,2.3,4.3,8.1,0.7,1.1,2.4,2.3,3.3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,931,NA,0.571,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/houston/1985.html","http://www.sports-reference.com/cbb/conferences/swc/1985.html","http://www.basketball-reference.com/players/a/andergr01.html",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Anderson",22.0575342465753,"Center and Power Forward","1985-86",37.7,7.7,13.4,NA,NA,NA,NA,3.8,6.5,12.9,0.7,1.5,2.7,2.9,3.3,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055,NA,0.58,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/houston/1986.html","http://www.sports-reference.com/cbb/conferences/swc/1986.html","http://www.basketball-reference.com/players/a/andergr01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Anderson",22.0575342465753,"Center and Power Forward","1986-87",35.2,7.2,13.6,7.2,NA,0,NA,3.9,6.4,10.6,0.6,1.4,1.9,3,2.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,NA,0.546,0.526,NA,0.469,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/houston/1987.html","http://www.sports-reference.com/cbb/conferences/swc/1987.html","http://www.basketball-reference.com/players/a/andergr01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Moore",22.0849315068493,"Small Forward and Power Forward","1984-85",34,4.8,9,NA,NA,NA,NA,1.4,1.9,10.3,NA,0.5,2.3,1.3,3.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,986,NA,0.558,NA,NA,0.215,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/loyola-il/1985.html","http://www.sports-reference.com/cbb/conferences/midwestern-city/1985.html","http://www.basketball-reference.com/players/m/moorean01.html",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Moore",22.0849315068493,"Small Forward and Power Forward","1985-86",38.8,7.4,14.1,NA,NA,NA,NA,3,4.1,10,NA,0.9,1.6,2,2.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,NA,0.555,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/loyola-il/1986.html","http://www.sports-reference.com/cbb/conferences/midwestern-collegiate/1986.html","http://www.basketball-reference.com/players/m/moorean01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Moore",22.0849315068493,"Small Forward and Power Forward","1986-87",39.1,8.9,17.6,8.9,NA,0,NA,2.9,4.2,12.4,NA,1.1,2.3,2.2,2.6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,NA,0.527,0.505,NA,0.242,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/loyola-il/1987.html","http://www.sports-reference.com/cbb/conferences/midwestern-collegiate/1987.html","http://www.basketball-reference.com/players/m/moorean01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincent Askew",21.2546803652968,"Shooting Guard","1984-85",33.6,3.3,6.4,NA,NA,NA,NA,1.7,2.7,3.3,4.9,1,0.1,2.2,1.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,NA,0.537,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/memphis/1985.html","http://www.sports-reference.com/cbb/conferences/metro/1985.html","http://www.basketball-reference.com/players/a/askewvi01.html",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincent Askew",21.2546803652968,"Shooting Guard","1985-86",32.2,4.4,9,NA,NA,NA,NA,2.1,2.5,6.7,2.9,0.9,0.2,2.1,1.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094,NA,0.533,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/memphis/1986.html","http://www.sports-reference.com/cbb/conferences/metro/1986.html","http://www.basketball-reference.com/players/a/askewvi01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincent Askew",21.2546803652968,"Shooting Guard","1986-87",34.2,5.5,11.4,5,10.1,0.5,1.2,3.6,4.6,5,3.8,1.5,0.1,2.5,1.6,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,0.496,NA,NA,0.381,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164,NA,0.556,0.504,0.109,0.401,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/memphis/1987.html","http://www.sports-reference.com/cbb/conferences/metro/1987.html","http://www.basketball-reference.com/players/a/askewvi01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad Lohaus",22.3287671232877,"Power Forward","1982-83",NA,0.5,1.5,0.4,1.4,0.1,0.1,0.4,0.7,0.6,0.5,0.1,0.1,NA,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,0.286,NA,NA,1,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.328,0.034,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"http://www.sports-reference.com/cbb/schools/iowa/1983.html","http://www.sports-reference.com/cbb/conferences/big-ten/1983.html","http://www.basketball-reference.com/players/l/lohaubr01.html",2083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad Lohaus",22.3287671232877,"Power Forward","1983-84",22.4,2.8,6.9,NA,NA,NA,NA,1.3,1.9,5.2,1,0.4,0.4,1.5,2.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,NA,0.439,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/iowa/1984.html","http://www.sports-reference.com/cbb/conferences/big-ten/1984.html","http://www.basketball-reference.com/players/l/lohaubr01.html",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad Lohaus",22.3287671232877,"Power Forward","1985-86",12.7,1.4,3.2,NA,NA,NA,NA,0.8,1.1,3.2,0.4,0.5,0.5,1.1,1.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,NA,0.487,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/iowa/1986.html","http://www.sports-reference.com/cbb/conferences/big-ten/1986.html","http://www.basketball-reference.com/players/l/lohaubr01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad Lohaus",22.3287671232877,"Power Forward","1986-87",26.9,4.3,7.9,3.5,5.8,0.7,2.1,2.1,3,7.7,1.8,0.5,1.1,1.7,1.9,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,0.608,NA,NA,0.347,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,NA,0.607,0.585,0.261,0.377,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/iowa/1987.html","http://www.sports-reference.com/cbb/conferences/big-ten/1987.html","http://www.basketball-reference.com/players/l/lohaubr01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ron Grandison",22.1041095890411,"Power Forward","1982-83",16.6,2.4,4.6,NA,NA,NA,NA,1.4,2.4,3.6,0.5,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,NA,0.54,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/california-irvine/1983.html","http://www.sports-reference.com/cbb/conferences/pcaa/1983.html","http://www.basketball-reference.com/players/g/grandro01.html",2083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ron Grandison",22.1041095890411,"Power Forward","1983-84",13.6,1.7,3.1,NA,NA,NA,NA,1,1.7,3.1,0.6,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,0.553,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/california-irvine/1984.html","http://www.sports-reference.com/cbb/conferences/pcaa/1984.html","http://www.basketball-reference.com/players/g/grandro01.html",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ron Grandison",22.1041095890411,"Power Forward","1985-86",33.4,6.6,13,NA,NA,NA,NA,3.3,5.8,9.7,1.4,NA,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,NA,0.528,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/new-orleans/1986.html","http://www.sports-reference.com/cbb/conferences/independent/1986.html","http://www.basketball-reference.com/players/g/grandro01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ron Grandison",22.1041095890411,"Power Forward","1986-87",35.3,6,11.3,6,11.3,0,0,5.2,7.7,9.7,1.8,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,0.53,NA,NA,0,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059,NA,0.572,0.528,0.003,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/new-orleans/1987.html","http://www.sports-reference.com/cbb/conferences/independent/1987.html","http://www.basketball-reference.com/players/g/grandro01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin Nessley",22.2875570776256,"Center","1983-84",6.7,0.5,1.8,NA,NA,NA,NA,0.3,0.7,1.7,NA,0.1,0.5,0.5,1.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,0.329,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,22,"http://www.sports-reference.com/cbb/schools/duke/1984.html","http://www.sports-reference.com/cbb/conferences/acc/1984.html","http://www.basketball-reference.com/players/n/nesslma01.html",2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin Nessley",22.2875570776256,"Center","1984-85",5.9,0.4,0.6,NA,NA,NA,NA,0.1,0.1,1.1,NA,0,0.3,0.1,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,0.669,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,17,"http://www.sports-reference.com/cbb/schools/duke/1985.html","http://www.sports-reference.com/cbb/conferences/acc/1985.html","http://www.basketball-reference.com/players/n/nesslma01.html",2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin Nessley",22.2875570776256,"Center","1985-86",5.4,0.7,1.8,NA,NA,NA,NA,0.3,0.5,1.9,NA,0.1,0.7,0.7,1.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,0.422,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,20,"http://www.sports-reference.com/cbb/schools/duke/1986.html","http://www.sports-reference.com/cbb/conferences/acc/1986.html","http://www.basketball-reference.com/players/n/nesslma01.html",2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin Nessley",22.2875570776256,"Center","1986-87",11.4,1.6,2.8,1.6,NA,0,NA,1.1,1.7,2.9,NA,0.4,0.7,0.9,2.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,0.595,0.57,NA,0.613,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/duke/1987.html","http://www.sports-reference.com/cbb/conferences/acc/1987.html","http://www.basketball-reference.com/players/n/nesslma01.html",2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
