"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg3_per_g","fg3a_per_g","fg2_per_g","fg2a_per_g","efg_pct","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","mp","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","games","player_stats$link[i]","Year"
"Slavko Vranes",20.3341324200913,"Center","2004-05",15.7,1.3,2.6,0,0,1.3,2.6,0.5,0.9,1.2,0.8,2.9,3.7,0.1,0,2.2,1.3,3.3,3.5,157,3,6,0,0,3,6,2.1,2.8,1.8,6.6,8.5,0.2,0,5,3,7.6,8,10,"http://www.basketball-reference.com/players/v/vranesl01.html",2005
"Slavko Vranes",20.3341324200913,"Center","2007-08",12.7,0.7,1.6,0,0,0.7,1.6,0.459,0.4,1,0.9,1.5,2.3,0.1,0,1,0.7,2,1.9,292,2.1,4.6,0,0,2.1,4.6,1.1,3,2.5,4.2,6.7,0.4,0.1,3,2.1,5.8,5.3,23,"http://www.basketball-reference.com/players/v/vranesl01.html",2008
"Slavko Vranes",20.3341324200913,"Center","2008-09",14.5,1.5,2.9,0,0,1.5,2.9,0.509,0.5,1.1,1.5,3.3,4.8,0.3,0.2,0.8,1.3,2.5,3.5,276,3.7,7.2,0,0,3.7,7.2,1.3,2.7,3.8,8.1,11.9,0.7,0.4,2.1,3.1,6.1,8.6,19,"http://www.basketball-reference.com/players/v/vranesl01.html",2009
"Slavko Vranes",20.3341324200913,"Center","2009-10",18.1,1.5,3.3,0,0,1.5,3.3,0.472,0.9,1.4,1.4,3.2,4.6,0.2,0,1.5,1.5,1.9,4,398,3.1,6.5,0,0,3.1,6.5,1.7,2.8,2.7,6.4,9.1,0.4,0.1,3,2.9,3.8,7.9,22,"http://www.basketball-reference.com/players/v/vranesl01.html",2010
"Slavko Vranes",20.3341324200913,"Center","2010-11",11,1,1.7,0,0,1,1.7,0.579,0.5,1.3,0.9,1.5,2.4,0.4,0,0.8,1.2,1.6,2.5,121,3.3,5.7,0,0,3.3,5.7,1.8,4.2,3,4.8,7.7,1.2,0,2.7,3.9,5.4,8.3,11,"http://www.basketball-reference.com/players/v/vranesl01.html",2011
"Zaza Pachulia",19.30399543379,"Center","2001-02",7.7,1.2,2.2,0,0.1,1.2,2.2,0.517,0.8,1.2,1.1,0.8,1.8,0.2,0.3,0.1,0.4,1,3.2,100,5.4,10.4,0,0.4,5.4,10.1,4,5.4,5,3.6,8.6,0.7,1.4,0.4,1.8,4.7,14.8,13,"http://www.basketball-reference.com/players/p/pachuza01.html",2002
"Zaza Pachulia",19.30399543379,"Center","2002-03",10.7,1.5,3.2,0,0,1.5,3.2,0.467,1.4,2.3,1.5,1.4,2.9,0.3,0.5,0.1,0.7,1.4,4.4,150,5,10.8,0,0,5,10.8,4.8,7.7,5,4.6,9.6,1,1.7,0.2,2.4,4.8,14.9,14,"http://www.basketball-reference.com/players/p/pachuza01.html",2003
"Zaza Pachulia",19.30399543379,"Center","2011-12",15.3,1.8,4.5,0,0,1.8,4.5,0.389,3,5,2,2.5,4.5,0.5,0.5,0.3,2.3,2,6.5,61,4.1,10.6,0,0,4.1,10.6,7.1,11.8,4.7,5.9,10.6,1.2,1.2,0.6,5.3,4.7,15.3,4,"http://www.basketball-reference.com/players/p/pachuza01.html",2012
"Sani Becirovic",22.0356164383562,"Guard","2000-01",32.4,6.3,14.7,1.9,4.7,4.4,10.1,0.489,6.3,7,0.9,3,3.9,3.5,1.7,0.1,3.3,3.1,20.7,486,7,16.4,2.1,5.2,4.9,11.2,7,7.8,1,3.3,4.3,3.9,1.9,0.1,3.7,3.5,23,15,"http://www.basketball-reference.com/players/b/becirsa01.html",2001
"Sani Becirovic",22.0356164383562,"Guard","2001-02",20.6,2.7,6.5,0.6,2.4,2.1,4,0.468,2.9,3.8,0.5,2,2.5,2,1.5,0.1,1.9,2.7,8.9,699,4.7,11.3,1.1,4.3,3.6,7.1,5,6.6,0.9,3.6,4.4,3.5,2.6,0.3,3.4,4.7,15.7,34,"http://www.basketball-reference.com/players/b/becirsa01.html",2002
"Sani Becirovic",22.0356164383562,"Guard","2003-04",20,1.5,5.5,0,0.5,1.5,5,0.273,1,1,0.5,1.5,2,4,0.5,0,2.5,1.5,4,40,2.7,9.9,0,0.9,2.7,9,1.8,1.8,0.9,2.7,3.6,7.2,0.9,0,4.5,2.7,7.2,2,"http://www.basketball-reference.com/players/b/becirsa01.html",2004
"Sani Becirovic",22.0356164383562,"Guard","2004-05",27.3,4.4,10,1.3,3.5,3,6.5,0.501,5.1,6.3,0.9,2.4,3.3,4,1.6,0,3.8,2.7,15.2,1063,5.8,13.2,1.8,4.6,4,8.6,6.8,8.3,1.2,3.2,4.4,5.2,2.1,0,5,3.6,20,39,"http://www.basketball-reference.com/players/b/becirsa01.html",2005
"Sani Becirovic",22.0356164383562,"Guard","2005-06",21.4,3.6,8.5,1.4,3.8,2.2,4.6,0.507,3.6,4.4,0.6,1.9,2.5,2.7,1,0,2.3,2.5,12.2,1072,6,14.2,2.3,6.4,3.7,7.8,6,7.4,1,3.2,4.1,4.5,1.7,0,3.9,4.2,20.5,50,"http://www.basketball-reference.com/players/b/becirsa01.html",2006
"Sani Becirovic",22.0356164383562,"Guard","2006-07",21.8,3.4,7.1,1.3,3.1,2.1,4,0.579,2.6,3.2,0.5,1.6,2.1,2.4,0.9,0,1.9,2.6,10.8,1066,5.7,11.7,2.2,5.1,3.4,6.7,4.4,5.2,0.8,2.7,3.5,4,1.5,0,3.1,4.2,17.9,49,"http://www.basketball-reference.com/players/b/becirsa01.html",2007
"Sani Becirovic",22.0356164383562,"Guard","2007-08",16.2,2.1,4.6,0.9,2.3,1.2,2.3,0.565,2,2.4,0.4,1.3,1.6,1.9,0.4,0,1.3,1.6,7.1,631,4.7,10.2,2.1,5.1,2.6,5.1,4.4,5.3,0.8,2.8,3.6,4.2,0.9,0.1,2.9,3.7,15.9,39,"http://www.basketball-reference.com/players/b/becirsa01.html",2008
"Sani Becirovic",22.0356164383562,"Guard","2008-09",23,3.1,7.5,0.9,2.7,2.2,4.8,0.477,4.8,5.4,0.8,2.1,2.8,3.5,1,0.1,2.8,2,11.9,852,4.9,11.7,1.5,4.2,3.4,7.5,7.4,8.5,1.2,3.3,4.4,5.5,1.6,0.2,4.4,3.1,18.6,37,"http://www.basketball-reference.com/players/b/becirsa01.html",2009
"Sani Becirovic",22.0356164383562,"Guard","2009-10",23.3,2.7,8.1,0.7,3,1.9,5.1,0.372,2.7,3.3,0.6,1.9,2.5,3.4,1,0,2.8,2,8.7,535,4.1,12.6,1.1,4.6,3,7.9,4.2,5,0.9,3,3.8,5.2,1.5,0.1,4.3,3.1,13.5,23,"http://www.basketball-reference.com/players/b/becirsa01.html",2010
"Sani Becirovic",22.0356164383562,"Guard","2011-12",21,2.8,7,1,2.9,1.8,4.1,0.469,5.1,5.8,0.4,2,2.4,3.1,0.9,0.1,2.5,2.3,11.6,777,4.8,12,1.8,5.1,3,7,8.7,10,0.6,3.4,4.1,5.3,1.6,0.1,4.3,3.9,20,37,"http://www.basketball-reference.com/players/b/becirsa01.html",2012
"Sani Becirovic",22.0356164383562,"Guard","2012-13",15.7,1.7,5.7,0.3,2.7,1.3,3,0.324,2.3,3.3,0.3,2.7,3,3.3,0,0,2,3,6,47,3.8,13,0.8,6.1,3.1,6.9,5.4,7.7,0.8,6.1,6.9,7.7,0,0,4.6,6.9,13.8,3,"http://www.basketball-reference.com/players/b/becirsa01.html",2013
"Paccelis Morlende",22.1178082191781,"Guard","2002-03",28.4,4.5,10.7,2.1,5.4,2.4,5.3,0.52,2.4,2.9,0.6,1.9,2.5,4.6,1.3,0.1,2.4,2.3,13.5,540,5.7,13.6,2.7,6.9,3.1,6.7,3,3.7,0.7,2.5,3.2,5.8,1.6,0.1,3.1,2.9,17.1,19,"http://www.basketball-reference.com/players/m/morlepa01.html",2003
"Paccelis Morlende",22.1178082191781,"Guard","2003-04",32,4.7,11.5,1.8,5,2.9,6.5,0.492,3.1,4,0.8,2.5,3.3,4.9,1.1,0.2,2.3,2.6,14.4,1056,5.3,12.9,2.1,5.6,3.2,7.3,3.5,4.5,0.9,2.8,3.7,5.5,1.3,0.2,2.6,3,16.2,33,"http://www.basketball-reference.com/players/m/morlepa01.html",2004
"Paccelis Morlende",22.1178082191781,"Guard","2004-05",16.3,1.7,4,0.7,1.9,1,2.1,0.5,1.1,1.5,0.4,1.5,1.8,1.3,1.4,0.1,1.3,2.3,5.1,685,3.7,8.8,1.5,4.2,2.2,4.7,2.4,3.4,0.8,3.2,4,2.8,3,0.2,2.9,5,11.2,42,"http://www.basketball-reference.com/players/m/morlepa01.html",2005
"Paccelis Morlende",22.1178082191781,"Guard","2005-06",17.2,1.9,5.2,0.7,2.4,1.2,2.8,0.438,1.7,1.9,0.4,1.4,1.8,1,0.9,0.2,1.4,1.5,6.2,429,4,10.8,1.4,5,2.6,5.8,3.6,3.9,0.9,2.9,3.8,2.2,1.8,0.3,2.9,3.2,13.1,25,"http://www.basketball-reference.com/players/m/morlepa01.html",2006
"Paccelis Morlende",22.1178082191781,"Guard","2006-07",24.4,3.5,8.1,1.3,3.4,2.2,4.7,0.516,2.3,2.7,0.4,2,2.4,3.5,0.8,0,2.1,2.4,10.7,658,5.2,12,2,5.1,3.2,6.9,3.4,4,0.5,3,3.5,5.2,1.2,0.1,3.1,3.6,15.8,27,"http://www.basketball-reference.com/players/m/morlepa01.html",2007
"Paccelis Morlende",22.1178082191781,"Guard","2007-08",16.3,1.4,4.3,0.6,2.3,0.9,2,0.4,1.1,1.4,0.1,0.9,1,2.7,0.7,0.1,0.4,2.1,4.6,114,3.2,9.5,1.3,5.1,1.9,4.4,2.5,3.2,0.3,1.9,2.2,6,1.6,0.3,0.9,4.7,10.1,7,"http://www.basketball-reference.com/players/m/morlepa01.html",2008
"Paccelis Morlende",22.1178082191781,"Guard","2010-11",16.4,2.3,5.4,0.6,1.9,1.7,3.5,0.486,0.6,0.8,0.5,1,1.6,2.2,0.8,0.1,1.8,2,5.9,443,5.1,11.9,1.4,4.2,3.7,7.7,1.4,1.8,1.1,2.3,3.4,4.8,1.7,0.2,4,4.4,13,27,"http://www.basketball-reference.com/players/m/morlepa01.html",2011
"Paccelis Morlende",22.1178082191781,"Guard","2011-12",31.1,5.1,11.8,1.5,4.2,3.6,7.5,0.495,3.1,4,0.4,2,2.3,2.9,1.5,0.2,2.3,3,14.8,747,5.9,13.6,1.7,4.9,4.2,8.7,3.6,4.6,0.4,2.3,2.7,3.4,1.8,0.2,2.7,3.4,17.1,24,"http://www.basketball-reference.com/players/m/morlepa01.html",2012
"Paccelis Morlende",22.1178082191781,"Guard","2012-13",16.3,1.8,4.2,0.5,1.5,1.3,2.6,0.481,1.5,2,0.4,0.9,1.3,1.8,0.7,0.1,1.2,2.2,5.5,424,3.9,9.2,1,3.4,2.9,5.8,3.4,4.5,0.9,2,2.9,3.9,1.6,0.2,2.7,4.8,12.2,26,"http://www.basketball-reference.com/players/m/morlepa01.html",2013
"Paccelis Morlende",22.1178082191781,"Guard","2013-14",14.4,1.3,3.2,0.6,1.7,0.7,1.6,0.483,1.1,1.3,0.3,0.8,1.1,2,0.8,0.1,1,2,4.2,389,3.1,8.1,1.5,4.2,1.7,3.9,2.7,3.1,0.8,1.9,2.8,5,1.9,0.3,2.6,5,10.5,27,"http://www.basketball-reference.com/players/m/morlepa01.html",2014
"Paccelis Morlende",22.1178082191781,"Guard","2014-15",19.1,1.7,4.4,0.5,2.2,1.2,2.3,0.434,0.5,0.8,0.3,0.8,1.2,1.3,0.5,0,1.9,1.8,4.3,229,3.1,8.3,0.9,4.1,2.2,4.2,0.9,1.4,0.6,1.6,2.2,2.4,0.9,0,3.6,3.5,8.2,12,"http://www.basketball-reference.com/players/m/morlepa01.html",2015
"Nedzad Sinanovic",20.3368721461187,"Center","2003-04",3.5,0.2,0.8,0,0,0.2,0.8,0.2,0.2,0.2,0.2,0.7,0.8,0,0,0.5,0.5,1.5,0.5,21,1.7,8.6,0,0,1.7,8.6,1.7,1.7,1.7,6.9,8.6,0,0,5.1,5.1,15.4,5.1,6,"http://www.basketball-reference.com/players/s/sinanne01.html",2004
"Nedzad Sinanovic",20.3368721461187,"Center","2005-06",5.7,0.5,1.1,0,0.1,0.5,1.1,0.444,0.1,0.3,0.4,1.1,1.5,0.1,0.2,0.4,0.6,0.9,1.1,91,3.2,7.1,0,0.4,3.2,6.7,0.4,2,2.4,7.1,9.5,0.4,1.2,2.8,3.6,5.9,6.7,16,"http://www.basketball-reference.com/players/s/sinanne01.html",2006
"Nedzad Sinanovic",20.3368721461187,"Center","2006-07",8.3,1,1.7,0,0.1,1,1.6,0.579,0.1,0.2,0.9,1.5,2.4,0.1,0.5,0.5,0.6,1.6,2.1,91,4.4,7.5,0,0.4,4.4,7.1,0.4,0.8,4,6.3,10.3,0.4,2.4,2,2.8,7.1,9.1,11,"http://www.basketball-reference.com/players/s/sinanne01.html",2007
"Nedzad Sinanovic",20.3368721461187,"Center","2007-08",11.5,1.3,3.1,0.1,0.2,1.2,2.9,0.426,1.8,2.2,1.1,2.4,3.5,0.5,0.4,0.5,1.3,2.1,4.5,127,4,9.6,0.3,0.6,3.7,9.1,5.7,6.8,3.4,7.4,10.8,1.4,1.1,1.7,4,6.5,13.9,11,"http://www.basketball-reference.com/players/s/sinanne01.html",2008
"Nedzad Sinanovic",20.3368721461187,"Center","2009-10",5.5,1.3,2,0,0,1.3,2,0.625,0.5,1,1.3,0.8,2,0,0,0,0.8,0.8,3,22,8.2,13.1,0,0,8.2,13.1,3.3,6.5,8.2,4.9,13.1,0,0,0,4.9,4.9,19.6,4,"http://www.basketball-reference.com/players/s/sinanne01.html",2010
"Nedzad Sinanovic",20.3368721461187,"Center","2010-11",14.3,3,4.8,0,0.2,3,4.6,0.628,1.7,1.9,1.8,3.6,5.4,0.3,0.2,0.6,1.2,2.1,7.7,258,7.5,12,0,0.6,7.5,11.4,4.2,4.9,4.5,9.1,13.5,0.8,0.4,1.5,2.9,5.3,19.3,18,"http://www.basketball-reference.com/players/s/sinanne01.html",2011
"Nedzad Sinanovic",20.3368721461187,"Center","2011-12",10.1,1.5,2.7,0,0,1.5,2.6,0.581,0.7,1,0.7,2.1,2.9,0.3,0.3,0.4,1,1.8,3.8,375,5.5,9.5,0.1,0.1,5.4,9.4,2.6,3.5,2.6,7.6,10.2,1.2,1,1.4,3.6,6.2,13.6,37,"http://www.basketball-reference.com/players/s/sinanne01.html",2012
"Nedzad Sinanovic",20.3368721461187,"Center","2012-13",17.5,3.2,5.9,0,0,3.2,5.8,0.552,1.2,1.5,1.3,3.4,4.7,0.6,0.4,0.8,1.6,2.5,7.7,579,6.7,12.1,0,0.1,6.7,12,2.5,3.1,2.6,7,9.6,1.2,0.7,1.6,3.3,5.2,15.9,33,"http://www.basketball-reference.com/players/s/sinanne01.html",2013
"Nedzad Sinanovic",20.3368721461187,"Center","2013-14",14.5,1.9,4.2,0,0.1,1.9,4.1,0.448,0.5,0.7,1.5,2.6,4,0.6,0.3,0.5,1.2,2.6,4.2,362,4.7,10.4,0,0.2,4.7,10.2,1.2,1.8,3.7,6.4,10,1.4,0.7,1.3,3,6.4,10.5,25,"http://www.basketball-reference.com/players/s/sinanne01.html",2014
"Andreas Glyniadakis",21.2219178082192,"Center","2002-03",13.2,1.6,3.1,0,0,1.6,3.1,0.522,1,1.5,2,1.7,3.7,0.4,0.3,1,0.9,2.3,4.3,291,4.5,8.5,0,0,4.5,8.5,2.7,4.1,5.4,4.6,10,1,0.9,2.7,2.5,6.2,11.6,22,"http://www.basketball-reference.com/players/g/glynian01.html",2003
"Andreas Glyniadakis",21.2219178082192,"Center","2003-04",14,1.7,2.9,0,0,1.7,2.9,0.604,1.5,1.8,1.4,1.9,3.2,0.2,0.3,0.6,1.1,3.1,5,490,4.5,7.4,0,0,4.5,7.4,3.9,4.7,3.5,4.8,8.3,0.5,0.9,1.5,2.8,7.9,12.9,35,"http://www.basketball-reference.com/players/g/glynian01.html",2004
"Andreas Glyniadakis",21.2219178082192,"Center","2004-05",8.7,1.2,2,0,0,1.2,2,0.613,0.6,0.7,0.7,0.6,1.3,0.2,0.1,0.3,0.9,2.5,3,357,4.9,8.1,0,0,4.9,8.1,2.3,2.8,2.9,2.5,5.4,1,0.6,1.2,3.8,10.4,12.2,41,"http://www.basketball-reference.com/players/g/glynian01.html",2005
"Andreas Glyniadakis",21.2219178082192,"Center","2007-08",13.8,2.1,3.9,0,0,2.1,3.9,0.532,1.5,2.4,2,1.5,3.5,0.3,0.3,0.7,1.2,2.2,5.7,331,5.4,10.2,0,0,5.4,10.2,4,6.2,5.1,3.9,9,0.8,0.7,1.8,3,5.8,14.9,24,"http://www.basketball-reference.com/players/g/glynian01.html",2008
"Andreas Glyniadakis",21.2219178082192,"Center","2008-09",16.9,2.3,4.3,0,0,2.3,4.3,0.531,2.4,3.2,1,2.4,3.4,0.2,0.4,0.9,1.2,3.2,7.1,625,4.9,9.2,0,0,4.9,9.2,5.1,6.9,2.1,5.1,7.3,0.3,0.7,1.9,2.5,6.9,15.1,37,"http://www.basketball-reference.com/players/g/glynian01.html",2009
"Andreas Glyniadakis",21.2219178082192,"Center","2009-10",8.1,1.2,1.8,0,0,1.2,1.8,0.645,0.8,1.6,0.5,1.2,1.6,0.1,0.1,0.4,0.6,1.8,3.1,137,5.3,8.1,0,0,5.3,8.1,3.4,7.1,2.1,5.3,7.4,0.5,0.5,1.8,2.9,8.1,13.9,17,"http://www.basketball-reference.com/players/g/glynian01.html",2010
"Andreas Glyniadakis",21.2219178082192,"Center","2010-11",10.4,1.5,2.9,0,0,1.5,2.9,0.517,1.4,1.8,1.2,1.1,2.2,0.3,0.2,0.3,0.6,1.9,4.4,208,5.2,10,0,0,5.2,10,4.7,6.2,4,3.6,7.6,1,0.5,0.9,2.1,6.6,15.1,20,"http://www.basketball-reference.com/players/g/glynian01.html",2011
"Andreas Glyniadakis",21.2219178082192,"Center","2011-12",11.1,1.5,3.3,0,0,1.5,3.3,0.446,1.6,2.1,0.5,1.3,1.8,0.4,0.4,0.2,1,2.4,4.6,277,4.8,10.8,0,0,4.8,10.8,5.3,6.8,1.7,4.2,5.8,1.4,1.2,0.5,3.2,7.8,14.9,25,"http://www.basketball-reference.com/players/g/glynian01.html",2012
"Andreas Glyniadakis",21.2219178082192,"Center","2013-14",9.2,0.7,1.8,0,0,0.7,1.8,0.389,0.7,1,0.4,1.1,1.5,0.1,0.2,0.5,0.6,2.7,2.1,92,2.7,7,0,0,2.7,7,2.7,3.9,1.6,4.3,5.9,0.4,0.8,2,2.3,10.6,8.2,10,"http://www.basketball-reference.com/players/g/glynian01.html",2014
"Andreas Glyniadakis",21.2219178082192,"Center","2015-16",18.7,3.5,5.5,0,0,3.5,5.5,0.627,2.6,3.9,1.3,2.9,4.1,0.3,0.3,0.5,2.1,3.9,9.5,373,6.7,10.6,0,0,6.7,10.6,5,7.5,2.4,5.5,7.9,0.6,0.6,1,4,7.4,18.3,20,"http://www.basketball-reference.com/players/g/glynian01.html",2016
"Andreas Glyniadakis",21.2219178082192,"Center","2016-17",11.9,2.1,3.7,0,0,2.1,3.7,0.557,1.2,2.1,1.1,2.1,3.2,0.3,0.1,0.2,1.1,3.5,5.3,227,6.2,11.1,0,0,6.2,11.1,3.6,6.2,3.3,6.2,9.5,1,0.3,0.6,3.3,10.5,16,19,"http://www.basketball-reference.com/players/g/glynian01.html",2017
"Nikoloz Tskitishvili",19.1315068493151,"Small Forward and Power Forward","2001-02",10.4,1.9,3.4,0.5,1.3,1.5,2.1,0.638,0.3,0.5,0.9,0.7,1.6,0.4,0.4,0.2,0.9,1.3,4.6,176,6.8,11.9,1.6,4.5,5.1,7.4,1,1.6,3.1,2.5,5.5,1.2,1.2,0.6,3.3,4.5,16.2,17,"http://www.basketball-reference.com/players/t/tskitni01.html",2002
"Nikoloz Tskitishvili",19.1315068493151,"Small Forward and Power Forward","2006-07",15.2,2.1,4.6,0.7,1.2,1.4,3.3,0.524,2,2.2,0.7,2.4,3.1,0.4,0.4,0.3,1.7,1.2,6.8,273,4.9,10.8,1.6,2.9,3.3,7.9,4.7,5.3,1.7,5.7,7.4,0.9,1.1,0.8,4,2.8,16.1,18,"http://www.basketball-reference.com/players/t/tskitni01.html",2007
"Nikoloz Tskitishvili",19.1315068493151,"Small Forward and Power Forward","2007-08",22.1,3.9,7,0.6,1.6,3.3,5.4,0.603,2.3,2.7,1.2,3.4,4.6,0.9,0.7,0.4,1.9,2.4,10.7,598,6.4,11.4,1,2.6,5.4,8.8,3.7,4.4,2,5.5,7.5,1.4,1.1,0.7,3.1,3.9,17.5,27,"http://www.basketball-reference.com/players/t/tskitni01.html",2008
"Nikoloz Tskitishvili",19.1315068493151,"Small Forward and Power Forward","2008-09",21,3.2,6.6,1.4,3.3,1.8,3.4,0.586,0.5,0.7,0.9,3.3,4.1,0.9,0.5,0.5,1.5,2,8.3,588,5.4,11.4,2.4,5.6,3,5.8,0.9,1.2,1.5,5.6,7.1,1.5,0.8,0.9,2.5,3.5,14.2,28,"http://www.basketball-reference.com/players/t/tskitni01.html",2009
"Nikoloz Tskitishvili",19.1315068493151,"Small Forward and Power Forward","2009-10",18.7,2.8,5.6,1.2,2.8,1.6,2.9,0.604,0.8,1.1,0.7,1.8,2.5,0.3,0.3,0.6,1.2,1.6,7.5,448,5.4,10.8,2.3,5.3,3.1,5.5,1.4,2.2,1.3,3.5,4.7,0.6,0.6,1.2,2.3,3.1,14.5,24,"http://www.basketball-reference.com/players/t/tskitni01.html",2010
"Nikoloz Tskitishvili",19.1315068493151,"Small Forward and Power Forward","2010-11",14.5,1.8,4.4,1,2.5,0.8,1.9,0.505,0.8,1,0.7,2,2.6,0.3,0,0.3,1,1.5,5.3,348,4.3,11,2.4,6.2,2,4.8,2,2.5,1.7,4.9,6.5,0.6,0.1,0.6,2.6,3.8,13,24,"http://www.basketball-reference.com/players/t/tskitni01.html",2011
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2000-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2001
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2001-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2002
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2008-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2009
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2009-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2010
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2010-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2011
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2011-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2012
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2012-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2013
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2013-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2014
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2014-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2015
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2015-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2016
"Bostjan Nachbar",21.0876712328767,"Power Forward and Small Forward","2016-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.basketball-reference.com/players/n/nachbbo01.html",2017
"Qyntel Woods",21.2875570776256,"Small Forward and Power Forward","2007-08",23.7,4.2,8.4,1.3,3.3,2.9,5.1,0.576,1.6,1.9,0.8,2.9,3.7,1.1,0.6,0.2,1.6,1.8,11.2,783,6.3,12.7,2,5.1,4.4,7.7,2.4,2.9,1.2,4.4,5.6,1.7,1,0.3,2.4,2.8,17.1,33,"http://www.basketball-reference.com/players/w/woodsqy01.html",2008
"Qyntel Woods",21.2875570776256,"Small Forward and Power Forward","2008-09",25,4.3,10,1.1,3.3,3.3,6.7,0.484,3.3,3.8,0.7,3,3.7,1,1.4,0.3,2.7,2.2,13,475,6.2,14.4,1.5,4.8,4.7,9.6,4.8,5.5,1.1,4.3,5.4,1.4,2,0.5,3.9,3.1,18.7,19,"http://www.basketball-reference.com/players/w/woodsqy01.html",2009
"Qyntel Woods",21.2875570776256,"Small Forward and Power Forward","2009-10",31.5,6.4,13.4,1.5,4.6,5,8.8,0.534,2.6,3.4,0.9,5.3,6.2,2.5,1.1,0.5,3.5,2.7,16.9,630,7.3,15.3,1.7,5.2,5.7,10.1,3,3.9,1,6,7,2.8,1.2,0.5,3.9,3,19.3,20,"http://www.basketball-reference.com/players/w/woodsqy01.html",2010
