"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg3_per_g","fg3a_per_g","fg2_per_g","fg2a_per_g","efg_pct","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","mp","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","games","player_stats$link[i]","Year"
"Dimitrios Agravanis",20.5535388127854,"Forward/Center","2015-16",12.8,1.7,4,0.7,2,1,2,0.506,0.9,1.5,1,1.7,2.7,0.5,0.5,0.6,0.6,1.6,4.9,510,4.7,11.2,1.8,5.6,2.9,5.6,2.5,4.2,2.8,4.8,7.6,1.3,1.4,1.6,1.6,4.4,13.8,40,"http://www.basketball-reference.com/players/a/agravdi01.html",2016
"Dimitrios Agravanis",20.5535388127854,"Forward/Center","2016-17",8.4,1.1,2.7,0.4,1.6,0.7,1.1,0.494,0.4,0.8,0.6,1.6,2.2,0.2,0.2,0.2,0.3,1,3.1,252,4.9,11.6,1.7,6.7,3.1,4.9,1.9,3.4,2.4,7,9.4,0.9,1,1,1.1,4.1,13.3,30,"http://www.basketball-reference.com/players/a/agravdi01.html",2017
"Luka Mitrovic",22.1972602739726,"Forward","2010-11",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,"http://www.basketball-reference.com/players/m/mitrolu01.html",2011
"Luka Mitrovic",22.1972602739726,"Forward","2012-13",4,0.4,0.6,0,0,0.4,0.6,0.667,0.8,1.2,0,0.2,0.2,0.2,0,0.2,0.6,0.2,1.6,20,3.6,5.4,0,0,3.6,5.4,7.2,10.8,0,1.8,1.8,1.8,0,1.8,5.4,1.8,14.4,5,"http://www.basketball-reference.com/players/m/mitrolu01.html",2013
"Luka Mitrovic",22.1972602739726,"Forward","2013-14",13.6,1.3,3,0.1,1.1,1.1,1.9,0.438,0.8,1,1.6,2.3,3.9,0.9,0.6,0.3,0.4,0.9,3.4,109,3.3,7.9,0.3,3,3,5,2,2.6,4.3,5.9,10.2,2.3,1.7,0.7,1,2.3,8.9,8,"http://www.basketball-reference.com/players/m/mitrolu01.html",2014
"Luka Mitrovic",22.1972602739726,"Forward","2014-15",24.7,3.4,8,0.5,2.6,3,5.3,0.458,1.3,1.7,1.7,3.5,5.2,2.3,1,0.2,1.6,2.4,8.6,593,5,11.6,0.7,3.8,4.3,7.8,1.9,2.5,2.4,5.2,7.6,3.4,1.5,0.3,2.4,3.5,12.6,24,"http://www.basketball-reference.com/players/m/mitrolu01.html",2015
"Luka Mitrovic",22.1972602739726,"Forward","2015-16",10.5,1.8,3.5,0.5,0.5,1.3,3,0.571,0.5,1,0.5,2,2.5,0.3,0,0.5,1,1.5,4.5,42,6,12,1.7,1.7,4.3,10.3,1.7,3.4,1.7,6.9,8.6,0.9,0,1.7,3.4,5.1,15.4,4,"http://www.basketball-reference.com/players/m/mitrolu01.html",2016
"Luka Mitrovic",22.1972602739726,"Forward","2016-17",15.4,1.8,4,0.1,0.6,1.7,3.3,0.468,0.5,1,0.7,1.5,2.2,1.4,0.4,0.1,1.3,1,4.3,369,4.2,9.3,0.3,1.5,3.9,7.8,1.3,2.3,1.6,3.6,5.2,3.3,0.9,0.3,3,2.2,10,24,"http://www.basketball-reference.com/players/m/mitrolu01.html",2017
"Dario Saric",20.1479452054795,"Power Forward","2011-12",15,0.8,3.8,0.3,1.5,0.5,2.3,0.233,0.3,0.5,1.3,3.3,4.5,0.5,0.3,0.3,3,1.5,2,60,1.8,9,0.6,3.6,1.2,5.4,0.6,1.2,3,7.8,10.8,1.2,0.6,0.6,7.2,3.6,4.8,4,"http://www.basketball-reference.com/players/s/saricda01.html",2012
"Dario Saric",20.1479452054795,"Power Forward","2012-13",17,2,6,0,1,2,5,0.333,0,0,1,3,4,2,0,0,3,4,4,17,4.2,12.7,0,2.1,4.2,10.6,0,0,2.1,6.4,8.5,4.2,0,0,6.4,8.5,8.5,1,"http://www.basketball-reference.com/players/s/saricda01.html",2013
"Dario Saric",20.1479452054795,"Power Forward","2013-14",32.8,5,10.3,0.4,1.3,4.6,9,0.505,2.5,3.2,2.9,5.4,8.3,2.7,1,0.9,3.1,2.7,12.9,328,5.5,11.3,0.4,1.4,5,9.9,2.7,3.5,3.2,5.9,9.1,3,1.1,1,3.4,3,14.2,10,"http://www.basketball-reference.com/players/s/saricda01.html",2014
"Dario Saric",20.1479452054795,"Power Forward","2014-15",24.4,3.4,7.8,0.7,2.3,2.7,5.5,0.479,2.4,3.4,1.6,4.7,6.4,2.3,0.7,0.4,1.9,2,9.9,658,5,11.5,1,3.4,3.9,8.1,3.6,5,2.4,7,9.4,3.4,1.1,0.7,2.8,3,14.6,27,"http://www.basketball-reference.com/players/s/saricda01.html",2015
"Dario Saric",20.1479452054795,"Power Forward","2015-16",22.5,4.3,8.6,1.2,3,3.1,5.6,0.57,1.9,2,1.5,4.3,5.8,1.5,0.5,0.5,1.5,2.5,11.7,539,6.9,13.8,1.9,4.8,4.9,8.9,3.1,3.3,2.4,6.8,9.2,2.3,0.8,0.7,2.4,4.1,18.8,24,"http://www.basketball-reference.com/players/s/saricda01.html",2016
"Jusuf Nurkic",19.227397260274,"Center","2012-13",3.7,0.8,1.3,0.2,0.2,0.7,1.2,0.688,0,0.3,0,0.7,0.7,0,0.2,0.5,0.2,0.5,1.8,22,8.2,13.1,1.6,1.6,6.5,11.5,0,3.3,0,6.5,6.5,0,1.6,4.9,1.6,4.9,18,6,"http://www.basketball-reference.com/players/n/nurkiju01.html",2013
"Jusuf Nurkic",19.227397260274,"Center","2013-14",15.4,3.2,5.5,0.1,0.1,3.1,5.3,0.591,2.4,3.4,1,2.3,3.3,0.6,0.7,1.3,2.3,3.5,8.9,231,7.5,12.8,0.2,0.3,7.3,12.5,5.6,7.9,2.3,5.5,7.8,1.4,1.6,3,5.3,8.1,20.7,15,"http://www.basketball-reference.com/players/n/nurkiju01.html",2014
"Clint Capela",20.0383561643836,"Center","2012-13",8.3,1.1,2.2,0,0,1.1,2.2,0.5,0.5,0.9,1.4,1.4,2.8,0.2,0.4,0.4,0.3,1.1,2.7,158,4.8,9.6,0,0,4.8,9.6,2.1,4.1,6.2,6.2,12.3,0.7,1.6,1.8,1.4,4.8,11.6,19,"http://www.basketball-reference.com/players/c/capelca01.html",2013
"Clint Capela",20.0383561643836,"Center","2013-14",21.2,4.5,6.6,0,0,4.5,6.5,0.679,1.3,2.4,2.5,4.7,7.1,1,0.6,1.5,1.5,2.2,10.2,849,7.5,11.1,0,0,7.5,11.1,2.2,4,4.2,7.9,12.1,1.7,1,2.6,2.6,3.8,17.3,40,"http://www.basketball-reference.com/players/c/capelca01.html",2014
"Bogdan Bogdanovic",21.213698630137,"Guard","2012-13",17.5,1.7,5.5,0.3,1.7,1.3,3.8,0.333,1.3,1.7,0.8,1,1.8,1,0.7,0,0.7,1.7,5,105,3.4,11.3,0.7,3.4,2.7,7.9,2.7,3.4,1.7,2.1,3.8,2.1,1.4,0,1.4,3.4,10.3,6,"http://www.basketball-reference.com/players/b/bogdabo01.html",2013
"Bogdan Bogdanovic",21.213698630137,"Guard","2013-14",31.4,5.2,12.9,2.2,5.9,3,7,0.485,2.3,3,0.7,3,3.7,3.7,1.6,0.2,3.4,2.6,14.8,722,5.9,14.8,2.5,6.7,3.4,8.1,2.6,3.4,0.8,3.4,4.2,4.2,1.8,0.2,3.9,3,17,23,"http://www.basketball-reference.com/players/b/bogdabo01.html",2014
"Bogdan Bogdanovic",21.213698630137,"Guard","2014-15",28.3,3.6,9.2,1.7,4.7,1.9,4.4,0.487,1.6,2,0.4,2.5,2.9,2.8,0.7,0.3,1.5,2,10.6,821,4.6,11.7,2.1,6,2.5,5.7,2.1,2.6,0.6,3.2,3.7,3.5,0.9,0.4,1.9,2.5,13.4,29,"http://www.basketball-reference.com/players/b/bogdabo01.html",2015
"Bogdan Bogdanovic",21.213698630137,"Guard","2015-16",27.6,3.9,9.6,1.8,4.8,2.1,4.8,0.502,2,2.5,0.6,2.6,3.3,3,1.1,0.4,1.5,2.2,11.6,774,5.1,12.5,2.3,6.3,2.8,6.2,2.6,3.2,0.8,3.4,4.2,3.9,1.4,0.6,2,2.8,15.1,28,"http://www.basketball-reference.com/players/b/bogdabo01.html",2016
"Bogdan Bogdanovic",21.213698630137,"Guard","2016-17",26.4,4.3,8.8,1.5,3.9,2.8,4.9,0.573,3.2,3.7,0.4,2.6,2.9,4.1,1,0.1,2.1,2.1,13.3,370,5.8,12,2,5.4,3.8,6.6,4.4,5.1,0.5,3.5,4,5.5,1.4,0.2,2.8,2.8,18.1,14,"http://www.basketball-reference.com/players/b/bogdabo01.html",2017
"Damien Inglis",19.0328767123288,"Small Forward","2013-14",15.3,1.7,3.4,0.4,1.1,1.2,2.2,0.56,0.8,1.1,0.7,2.9,3.6,1,0.6,0.1,1.2,1.2,4.6,412,3.9,8,1,2.7,2.9,5.2,1.8,2.5,1.6,6.8,8.4,2.4,1.4,0.3,2.8,2.8,10.7,27,"http://www.basketball-reference.com/players/i/inglida01.html",2014
"Walter Tavares",22.1945205479452,"Center","2012-13",7.8,0.9,1.9,0,0,0.9,1.9,0.467,0.3,0.4,0.9,1.8,2.6,0.3,0.3,0.8,1.1,1.8,2,62,4.1,8.7,0,0,4.1,8.7,1.2,1.7,4.1,8.1,12.2,1.2,1.2,3.5,5.2,8.1,9.3,8,"http://www.basketball-reference.com/players/t/tavarwa01.html",2013
"Walter Tavares",22.1945205479452,"Center","2013-14",20.8,2.4,4.1,0,0,2.4,4.1,0.591,1.1,1.5,2.3,4.3,6.6,0.3,0.5,1.6,0.8,2.7,6,667,4.2,7.1,0,0.1,4.2,7.1,1.9,2.6,4,7.4,11.4,0.4,0.9,2.8,1.4,4.6,10.3,32,"http://www.basketball-reference.com/players/t/tavarwa01.html",2014
"Walter Tavares",22.1945205479452,"Center","2014-15",22.1,3.5,5.4,0,0,3.5,5.4,0.635,1.4,2.1,2.9,5.1,7.9,0.4,0.5,1.8,1.3,2.5,8.3,1260,5.6,8.9,0,0,5.6,8.9,2.3,3.5,4.7,8.3,12.9,0.6,0.9,3,2.1,4.1,13.5,57,"http://www.basketball-reference.com/players/t/tavarwa01.html",2015
"Vasilije Micic",20.3807077625571,"Guard","2014-15",15.9,2.7,6,0.7,1.8,2,4.2,0.515,1.3,2,0.3,1.2,1.5,2.7,0.5,0.1,2.3,1.5,7.5,175,6.2,13.6,1.6,4.1,4.5,9.5,2.9,4.5,0.6,2.7,3.3,6.2,1.2,0.2,5.1,3.5,16.9,11,"http://www.basketball-reference.com/players/m/micicva01.html",2015
"Vasilije Micic",20.3807077625571,"Guard","2015-16",15.3,1.4,4.5,0.6,1.9,0.8,2.6,0.384,1.1,1.5,0.2,1.3,1.6,3,0.3,0.2,1.9,2.2,4.6,322,3.4,10.6,1.5,4.5,1.9,6.1,2.6,3.5,0.6,3.1,3.7,7.2,0.7,0.4,4.4,5.1,10.7,21,"http://www.basketball-reference.com/players/m/micicva01.html",2016
"Alessandro Gentile",21.4494292237443,"Forward","2009-10",10.6,1.4,3.3,0.6,1.8,0.8,1.5,0.519,0.3,0.5,0.4,1.1,1.5,0.5,0.5,0.1,0.8,2,3.7,254,4.8,11.2,2,6,2.8,5.2,1,1.6,1.3,3.8,5.1,1.8,1.7,0.3,2.7,6.7,12.6,24,"http://www.basketball-reference.com/players/g/gential01.html",2010
"Alessandro Gentile",21.4494292237443,"Forward","2010-11",20.3,2.7,6.2,1,3,1.7,3.2,0.505,1.7,2.3,0.6,2,2.5,1.1,1,0.2,1.8,2,8,895,4.7,11,1.7,5.3,3,5.7,3,4.1,1,3.5,4.5,2,1.9,0.3,3.2,3.5,14.1,44,"http://www.basketball-reference.com/players/g/gential01.html",2011
"Alessandro Gentile",21.4494292237443,"Forward","2011-12",22.2,3.1,7.8,0.9,3,2.2,4.8,0.456,1.9,2.5,1,3,3.9,1.3,0.7,0.3,2,2.7,9,978,5,12.6,1.5,4.9,3.5,7.7,3.1,4,1.5,4.8,6.3,2.1,1.2,0.5,3.3,4.3,14.6,44,"http://www.basketball-reference.com/players/g/gential01.html",2012
"Alessandro Gentile",21.4494292237443,"Forward","2012-13",20,3.7,8.3,0.7,2.5,2.9,5.8,0.485,1.9,2.5,0.8,2.2,3,1.9,0.8,0.3,2.3,2.1,10,639,6.6,14.9,1.3,4.5,5.3,10.4,3.5,4.6,1.4,4,5.4,3.4,1.5,0.6,4.2,3.8,18,32,"http://www.basketball-reference.com/players/g/gential01.html",2013
"Alessandro Gentile",21.4494292237443,"Forward","2013-14",24.5,4.2,9,0.9,2.6,3.3,6.5,0.512,2.1,2.9,0.7,2.4,3,2.7,0.8,0.2,2.2,2.5,11.3,1176,6.1,13.3,1.3,3.8,4.8,9.5,3,4.3,1,3.5,4.5,3.9,1.2,0.2,3.3,3.7,16.6,48,"http://www.basketball-reference.com/players/g/gential01.html",2014
"Alessandro Gentile",21.4494292237443,"Forward","2014-15",27.1,4.6,10,0.9,2.9,3.7,7.1,0.506,3,3.7,0.8,3.1,3.9,3,0.8,0.1,2.4,2.4,13.1,1273,6.1,13.3,1.2,3.9,4.9,9.4,4,4.9,1.1,4.1,5.2,4,1.1,0.1,3.2,3.2,17.4,47,"http://www.basketball-reference.com/players/g/gential01.html",2015
"Alessandro Gentile",21.4494292237443,"Forward","2015-16",24,5.1,11.5,1,3.6,4.1,7.9,0.484,2.6,3.9,0.5,2.4,2.9,3.1,0.9,0.1,2.1,2.1,13.7,649,7.6,17.2,1.4,5.4,6.2,11.8,3.9,5.9,0.7,3.6,4.3,4.6,1.3,0.2,3.1,3.1,20.5,27,"http://www.basketball-reference.com/players/g/gential01.html",2016
"Alessandro Gentile",21.4494292237443,"Forward","2016-17",17.1,2.8,6.3,0.1,0.8,2.7,5.5,0.459,1.2,2.4,0.9,1.8,2.7,1.8,0.8,0.2,1.6,1.9,6.9,564,5.9,13.2,0.3,1.6,5.7,11.6,2.5,5.1,1.9,3.9,5.7,3.8,1.7,0.5,3.4,4,14.6,33,"http://www.basketball-reference.com/players/g/gential01.html",2017
"Nemanja Dangubic",21.1342465753425,"Guard","2014-15",14.3,1.5,3.9,0.6,1.7,0.9,2.2,0.455,0.6,0.8,0.7,1.3,2,0.7,0.4,0.1,1.1,2.4,4.1,328,3.7,9.8,1.4,4.2,2.3,5.6,1.4,2.1,1.9,3.2,5,1.8,1.1,0.3,2.9,6,10.3,23,"http://www.basketball-reference.com/players/d/dangune01.html",2015
"Nemanja Dangubic",21.1342465753425,"Guard","2015-16",15.9,2,3.6,0.7,1.6,1.3,2,0.652,0.5,0.7,0.4,1.6,1.9,0.8,0.3,0.1,1.5,2.5,5.2,302,4.5,8.2,1.7,3.7,2.9,4.5,1.1,1.5,0.8,3.6,4.4,1.9,0.6,0.1,3.3,5.6,11.8,19,"http://www.basketball-reference.com/players/d/dangune01.html",2016
"Nemanja Dangubic",21.1342465753425,"Guard","2016-17",19,2,5.1,0.7,2.2,1.3,3,0.461,0.5,0.6,0.5,1.6,2,0.7,0.6,0.2,1.2,2.4,5.2,379,3.8,9.7,1.3,4.1,2.5,5.6,0.9,1.1,0.9,2.9,3.8,1.3,1.1,0.3,2.2,4.6,9.9,20,"http://www.basketball-reference.com/players/d/dangune01.html",2017
"Louis Labeyrie",22.3012557077626,"Forward","2011-12",22.4,4.2,7.2,0,0.3,4.2,6.9,0.586,0.7,1.5,2.3,4.2,6.5,0.9,0.5,0.7,1.3,2.6,9.1,672,6.8,11.6,0.1,0.4,6.7,11.1,1.1,2.5,3.7,6.8,10.4,1.5,0.9,1.1,2.1,4.2,14.7,30,"http://www.basketball-reference.com/players/l/labeylo01.html",2012
"Louis Labeyrie",22.3012557077626,"Forward","2012-13",11.3,1.5,3.1,0,0.1,1.5,3.1,0.466,0.4,0.7,1.4,1.6,3,0.4,0,0.5,0.5,1.7,3.4,315,4.7,10.1,0,0.2,4.7,9.8,1.4,2.3,4.6,5.1,9.7,1.3,0.1,1.5,1.5,5.4,10.7,28,"http://www.basketball-reference.com/players/l/labeylo01.html",2013
"Louis Labeyrie",22.3012557077626,"Forward","2013-14",12.9,2.1,3.4,0.4,0.9,1.7,2.6,0.683,0.8,1.1,1.4,2.1,3.5,0.2,0.4,0.5,0.4,1.6,5.5,347,6,9.6,1.1,2.5,4.9,7.2,2.2,3,3.9,5.8,9.8,0.6,1,1.5,1.2,4.4,15.4,27,"http://www.basketball-reference.com/players/l/labeylo01.html",2014
"Louis Labeyrie",22.3012557077626,"Forward","2014-15",16.5,2.1,4.3,0.4,1.4,1.7,2.9,0.525,0.8,1.2,1.1,2.5,3.6,0.5,0.5,0.7,0.6,2.2,5.3,858,4.5,9.3,0.8,3,3.7,6.3,1.8,2.6,2.5,5.4,7.8,1.1,1.1,1.4,1.3,4.7,11.5,52,"http://www.basketball-reference.com/players/l/labeylo01.html",2015
"Louis Labeyrie",22.3012557077626,"Forward","2015-16",21.5,3.3,5.8,0.5,1.2,2.8,4.7,0.606,0.8,1.5,1.9,3.7,5.5,0.8,0.6,1,0.8,2.3,7.9,711,5.5,9.8,0.8,2,4.7,7.8,1.4,2.5,3.1,6.1,9.3,1.3,1,1.6,1.4,3.8,13.3,33,"http://www.basketball-reference.com/players/l/labeylo01.html",2016
"Louis Labeyrie",22.3012557077626,"Forward","2016-17",22.3,3.9,6.5,0.5,1.3,3.4,5.2,0.627,1.7,2.2,3,5.7,8.6,0.8,0.4,0.8,0.8,2.2,9.8,446,6.2,10.5,0.7,2.1,5.5,8.4,2.7,3.6,4.8,9.1,13.9,1.3,0.6,1.2,1.3,3.6,15.8,20,"http://www.basketball-reference.com/players/l/labeylo01.html",2017
"Lucas Nogueira",20.1506849315068,"Center","2011-12",7.8,1.3,1.8,0,0,1.3,1.8,0.714,0.5,1,0.8,1,1.8,0,0.5,0,0.5,1,3,31,5.8,8.1,0,0,5.8,8.1,2.3,4.6,3.5,4.6,8.1,0,2.3,0,2.3,4.6,13.9,4,"http://www.basketball-reference.com/players/n/noguelu01.html",2012
"Lucas Nogueira",20.1506849315068,"Center","2012-13",13.6,2.2,3.4,0,0,2.2,3.4,0.661,0.9,1.4,1.7,1.8,3.4,0.3,0.5,1.1,0.6,1.8,5.4,461,5.9,9,0,0,5.9,9,2.5,3.7,4.5,4.7,9.1,0.7,1.2,3,1.5,4.8,14.4,34,"http://www.basketball-reference.com/players/n/noguelu01.html",2013
"Lucas Nogueira",20.1506849315068,"Center","2013-14",16.6,2.5,3.6,0,0,2.5,3.6,0.703,1.2,1.7,1.9,2.2,4.1,0.5,0.7,1.6,0.7,2.2,6.2,298,5.4,7.7,0,0,5.4,7.7,2.5,3.7,4.2,4.7,8.9,1.1,1.4,3.4,1.6,4.8,13.4,18,"http://www.basketball-reference.com/players/n/noguelu01.html",2014
"Sergey Karasev",19.4027397260274,"Small Forward and Shooting Guard","2012-13",32.2,5.2,11.7,2.3,4.6,2.9,7.1,0.539,3.5,4.2,0.5,2.5,3,2.4,0.5,0.4,1.4,2.9,16.1,354,5.8,13.1,2.5,5.2,3.3,7.9,3.9,4.7,0.6,2.7,3.4,2.6,0.5,0.4,1.5,3.3,18,11,"http://www.basketball-reference.com/players/k/karasse01.html",2013
"Sergey Karasev",19.4027397260274,"Small Forward and Shooting Guard","2016-17",25.6,4,10.3,1.4,4.8,2.6,5.5,0.456,3.5,4.5,0.6,2.2,2.8,2.2,0.7,0.4,2.5,2.6,12.8,282,5.6,14.4,1.9,6.8,3.7,7.7,4.9,6.4,0.9,3.1,4,3.1,1,0.5,3.4,3.7,18,11,"http://www.basketball-reference.com/players/k/karasse01.html",2017
"Rudy Gobert",20.0684931506849,"Center","2010-11",13,2,4,0,0,2,4,0.5,2,2,2,3,5,0,1,0,1,3,6,13,5.5,11.1,0,0,5.5,11.1,5.5,5.5,5.5,8.3,13.8,0,2.8,0,2.8,8.3,16.6,1,"http://www.basketball-reference.com/players/g/goberru01.html",2011
"Rudy Gobert",20.0684931506849,"Center","2011-12",13.7,1.9,2.6,0,0,1.9,2.6,0.743,0.3,0.8,1.3,2.5,3.8,0.1,0.3,1.3,0.9,1.7,4.1,397,5,6.7,0,0,5,6.7,0.9,2.1,3.5,6.5,10.1,0.4,0.9,3.4,2.3,4.4,10.9,29,"http://www.basketball-reference.com/players/g/goberru01.html",2012
"Rudy Gobert",20.0684931506849,"Center","2012-13",21.4,3.2,4.4,0,0.1,3.2,4.3,0.725,1.8,2.5,1.9,3.1,5,0.4,0.7,1.8,1.4,2.1,8.1,643,5.3,7.3,0,0.2,5.3,7.2,3,4.3,3.2,5.3,8.5,0.6,1.1,3,2.3,3.5,13.6,30,"http://www.basketball-reference.com/players/g/goberru01.html",2013
"Livio Jean-Charles",19.4384703196347,"Forward","2011-12",8.4,0.6,1.4,0.1,0.4,0.4,1,0.438,0.3,0.5,0.5,1,1.6,0.3,0.1,0.2,0.6,0.7,1.6,245,2.4,5.9,0.4,1.6,1.9,4.3,1.5,2.1,2.2,4.4,6.6,1.5,0.4,0.7,2.6,2.9,6.6,29,"http://www.basketball-reference.com/players/j/jeancli01.html",2012
"Livio Jean-Charles",19.4384703196347,"Forward","2012-13",14.5,1.4,2.6,0.2,0.5,1.2,2,0.589,0.4,0.6,1,1.7,2.7,0.5,0.5,0.3,0.7,1.2,3.4,347,3.5,6.4,0.5,1.3,3,5.1,0.9,1.6,2.5,4.3,6.7,1.2,1.2,0.6,1.7,3,8.5,24,"http://www.basketball-reference.com/players/j/jeancli01.html",2013
"Livio Jean-Charles",19.4384703196347,"Forward","2014-15",13.2,1.7,3.5,0,0.2,1.7,3.3,0.484,0.9,1.2,1.3,2,3.3,0.6,0.4,0.4,1.2,1.2,4.3,579,4.7,9.6,0,0.6,4.7,9,2.5,3.2,3.6,5.5,9.1,1.6,1.2,1.1,3.3,3.3,11.9,44,"http://www.basketball-reference.com/players/j/jeancli01.html",2015
"Livio Jean-Charles",19.4384703196347,"Forward","2015-16",21.2,2.6,4.6,0,0.3,2.5,4.3,0.556,0.8,1.2,1.9,2.7,4.6,0.9,0.4,0.5,1,2,5.9,530,4.3,7.9,0.1,0.5,4.3,7.3,1.3,2,3.3,4.6,7.8,1.5,0.7,0.8,1.8,3.4,10.1,25,"http://www.basketball-reference.com/players/j/jeancli01.html",2016
"Nemanja Nedovic",21.041095890411,"Shooting Guard","2008-09",5,1,3,0.5,0.5,0.5,2.5,0.417,0.5,1,0.5,0.5,1,0,0,0,0,0.5,3,10,7.2,21.6,3.6,3.6,3.6,18,3.6,7.2,3.6,3.6,7.2,0,0,0,0,3.6,21.6,2,"http://www.basketball-reference.com/players/n/nedovne01.html",2009
"Nemanja Nedovic",21.041095890411,"Shooting Guard","2009-10",3.2,0.2,0.4,0,0.2,0.2,0.2,0.5,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0,0.4,0.8,0.6,16,2.3,4.5,0,2.3,2.3,2.3,2.3,4.5,2.3,2.3,4.5,2.3,2.3,0,4.5,9,6.8,5,"http://www.basketball-reference.com/players/n/nedovne01.html",2010
"Nemanja Nedovic",21.041095890411,"Shooting Guard","2012-13",23.2,3.6,9.8,1.2,3.5,2.4,6.3,0.429,1.4,2,0.7,1.8,2.5,2.1,0.8,0.2,2.5,1.9,9.8,232,5.6,15.2,1.9,5.4,3.7,9.8,2.2,3.1,1.1,2.8,3.9,3.3,1.2,0.3,3.9,2.9,15.2,10,"http://www.basketball-reference.com/players/n/nedovne01.html",2013
"Nemanja Nedovic",21.041095890411,"Shooting Guard","2014-15",16.2,2.6,6.2,1,2.8,1.6,3.5,0.504,1.5,1.9,0.2,1.1,1.3,2.5,0.7,0.1,1.4,2,7.7,632,5.9,13.8,2.2,6.2,3.6,7.7,3.2,4.3,0.5,2.4,2.9,5.6,1.7,0.3,3.2,4.4,17.2,39,"http://www.basketball-reference.com/players/n/nedovne01.html",2015
"Nemanja Nedovic",21.041095890411,"Shooting Guard","2015-16",16.8,3.1,7.4,1.3,3.9,1.8,3.5,0.5,1.9,2.4,0.1,0.9,1,2.3,0.6,0.1,1.5,2,9.3,940,6.5,15.9,2.8,8.4,3.8,7.5,4.2,5.2,0.3,1.9,2.2,5,1.2,0.2,3.1,4.3,20,56,"http://www.basketball-reference.com/players/n/nedovne01.html",2016
"Nemanja Nedovic",21.041095890411,"Shooting Guard","2016-17",21.4,4.3,9.2,1.6,4.8,2.7,4.4,0.551,2.2,2.7,0.3,1.4,1.6,3.7,0.5,0.2,2.2,1.6,12.3,642,7.2,15.5,2.6,8.1,4.6,7.5,3.6,4.5,0.4,2.3,2.7,6.2,0.8,0.4,3.8,2.7,20.7,30,"http://www.basketball-reference.com/players/n/nedovne01.html",2017
"Alex Abrines",19.1671232876712,"Shooting Guard","2011-12",15.2,1.4,4.1,0.6,2.5,0.8,1.5,0.423,0.8,1.1,0.4,1.1,1.5,0.5,0.5,0.3,0.9,1.9,4.2,365,3.4,9.7,1.5,6,1.9,3.6,1.8,2.6,0.9,2.7,3.6,1.1,1.2,0.6,2.1,4.5,10,24,"http://www.basketball-reference.com/players/a/abrinal01.html",2012
"Alex Abrines",19.1671232876712,"Shooting Guard","2012-13",11,1.4,3.4,0.6,2,0.8,1.4,0.503,0.6,0.8,0.2,0.8,1,0.2,0.3,0.2,0.6,1.3,4,497,4.6,11,2,6.4,2.6,4.6,2.1,2.6,0.7,2.7,3.4,0.8,1.1,0.6,1.9,4.2,13.2,45,"http://www.basketball-reference.com/players/a/abrinal01.html",2013
"Alex Abrines",19.1671232876712,"Shooting Guard","2013-14",18.1,2.6,5.6,1.4,3.3,1.2,2.3,0.59,0.9,1.1,0.5,1.1,1.5,0.8,0.5,0.3,0.6,1.9,7.5,1070,5.1,11,2.7,6.5,2.4,4.5,1.9,2.3,1,2.1,3.1,1.5,1,0.5,1.2,3.7,14.9,59,"http://www.basketball-reference.com/players/a/abrinal01.html",2014
"Alex Abrines",19.1671232876712,"Shooting Guard","2014-15",18.7,2.9,6.2,1.7,4,1.2,2.2,0.597,1.1,1.3,0.5,1.3,1.7,1.2,0.7,0.2,0.6,2,8.5,933,5.5,11.9,3.2,7.6,2.3,4.3,2.2,2.5,0.9,2.4,3.3,2.4,1.4,0.5,1.2,3.8,16.4,50,"http://www.basketball-reference.com/players/a/abrinal01.html",2015
"Alex Abrines",19.1671232876712,"Shooting Guard","2015-16",19.6,3.1,6.3,1.7,4,1.4,2.4,0.627,1.6,1.9,0.6,1.6,2.2,1.1,0.7,0.2,0.6,1.8,9.6,1020,5.7,11.6,3.2,7.3,2.5,4.3,3,3.5,1.1,2.9,4,2,1.3,0.3,1.1,3.2,17.6,52,"http://www.basketball-reference.com/players/a/abrinal01.html",2016
"Marko Todorovic",21.1178082191781,"Forward","2010-11",7.3,0.8,2.7,0,0.6,0.8,2.1,0.292,0.4,0.7,1.1,0.9,2,0,0.1,0.4,0.6,1.1,2,66,3.8,13.1,0,2.7,3.8,10.4,2.2,3.3,5.5,4.4,9.8,0,0.5,2.2,2.7,5.5,9.8,9,"http://www.basketball-reference.com/players/t/todorma01.html",2011
"Marko Todorovic",21.1178082191781,"Forward","2011-12",7,1.6,2,0.2,0.2,1.4,1.8,0.85,0,0,0.6,1.2,1.8,0,0.6,0,0.2,1.2,3.4,35,8.2,10.3,1,1,7.2,9.3,0,0,3.1,6.2,9.3,0,3.1,0,1,6.2,17.5,5,"http://www.basketball-reference.com/players/t/todorma01.html",2012
